GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.persistence,MongoReconnectSnapshotAdapter,111,0,4,0,29,0,8,0,6,0
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.persistence,ConnectivityMongoEventAdapter,0,5,0,0,0,2,0,1,0,1
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.persistence,ConnectionMongoSnapshotAdapter,3,5,0,0,1,2,1,1,1,1
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,RabbitMQPublisherActor.new Creator() {...},0,13,0,0,0,2,0,2,0,2
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,ConnectionBasedRabbitConnectionFactoryFactory,185,0,4,0,48,0,6,0,4,0
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,ConnectionBasedRabbitConnectionFactoryFactory.CustomConnectionFactory,11,0,0,0,4,0,1,0,1,0
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,RabbitMQClientActor.RabbitMQExceptionHandler,5,9,0,0,2,3,1,1,1,1
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,RabbitMQClientActor.RabbitMQMessageConsumer,218,25,0,0,41,6,8,1,8,1
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,RabbitMQConsumerActor.new Creator() {...},0,18,0,0,0,2,0,2,0,2
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,RabbitMQTarget,66,120,13,5,8,20,12,14,4,13
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,RabbitMQConsumerActor,220,84,18,0,48,18,17,5,8,5
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,RabbitMQPublisherActor,279,110,12,0,66,30,17,7,11,7
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging.rabbitmq,RabbitMQClientActor,291,583,21,17,64,144,29,34,12,32
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ConnectionActor.Shutdown,4,0,0,0,1,0,1,0,1,0
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,BaseClientData,152,121,18,0,13,19,15,10,6,10
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ConnectionSupervisorActor.ManualReset,0,4,0,0,0,1,0,1,0,1
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,TopicPathMapper,14,81,6,6,4,14,7,3,1,3
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ConnectionActor,448,1039,30,32,105,259,48,61,26,52
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ConnectionSupervisorActor,131,141,7,3,26,35,8,8,3,8
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,DittoHeadersFilter.Mode,0,29,0,0,0,3,0,2,0,2
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ConnectionActor.AggregateActor,59,207,11,11,12,44,11,8,1,7
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,BaseClientActor,663,923,31,17,144,200,53,46,33,42
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,MessageMappingProcessorActor.new Creator() {...},0,38,0,0,0,2,0,2,0,2
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,DittoHeadersFilter,36,113,1,14,2,18,2,14,1,7
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ReconnectActor,452,0,13,0,90,0,38,0,31,0
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,DefaultConnectionActorPropsFactory,37,0,3,0,7,0,5,0,3,0
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ConnectionSupervisorActor.StartChild,4,0,0,0,1,0,1,0,1,0
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,BaseClientState,0,59,0,0,0,6,0,2,0,2
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,MessageMappingProcessorActor,79,400,4,8,20,99,6,21,3,18
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ConnectionSupervisorActor.new Creator() {...},12,60,0,0,0,9,6,2,6,2
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ConnectionActor.new Creator() {...},0,28,0,0,0,2,0,2,0,2
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,MessageMappingProcessor,88,369,3,5,23,78,4,32,1,31
Eclipse Ditto :: Services :: Connectivity :: Messaging,org.eclipse.ditto.services.connectivity.messaging,ReconnectActor.new Object() {...},19,0,0,0,1,0,1,0,1,0
