GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.json,Jsonifiable.WithFieldSelector,28,0,0,0,5,0,5,0,5,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.json,JsonSchemaVersion,13,72,0,2,2,14,3,7,3,6
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.json,Jsonifiable.WithPredicate,26,0,2,0,5,0,4,0,3,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.json,Jsonifiable.WithPointer,17,0,0,0,3,0,3,0,3,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.json,Jsonifiable.WithFieldSelectorAndPredicate,31,0,0,0,4,0,4,0,4,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.json,Jsonifiable,49,0,0,0,11,0,7,0,7,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.json,FieldType,75,0,4,0,13,0,10,0,8,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.common,ByteBufferUtils,44,0,4,0,11,0,4,0,2,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.common,HttpStatusCode,18,683,2,0,4,65,4,2,3,2
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.common,DittoConstants,6,0,0,0,2,0,1,0,1,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.common,ConditionChecker,134,65,11,5,19,10,25,8,18,7
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.common,IdValidator,67,0,4,0,17,0,6,0,4,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.common,AbstractIdValidator,36,0,2,0,10,0,3,0,2,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.exceptions,DittoRuntimeException.Builder,0,32,0,0,0,6,0,2,0,2
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.exceptions,DittoRuntimeException.JsonFields,92,0,0,0,12,0,2,0,2,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.exceptions,DittoJsonException,109,0,12,0,23,0,11,0,5,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.exceptions,DittoRuntimeException,86,170,2,14,18,36,9,19,8,12
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.exceptions,DittoRuntimeExceptionBuilder,59,59,0,0,14,18,6,7,6,7
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.headers,AbstractDittoHeadersBuilder,86,293,4,12,16,76,7,30,4,25
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.headers,DittoHeaders,22,11,0,0,4,4,4,4,4,4
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.headers,DefaultDittoHeadersBuilder,0,23,0,0,0,6,0,5,0,5
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.headers,AbstractDittoHeaders,12,179,0,2,3,53,3,24,3,23
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.headers,HeaderDefinition,0,7,0,0,0,3,0,1,0,1
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.headers,HeaderValueValidator,35,202,3,25,6,35,4,22,1,11
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.headers,DittoHeaderDefinition,3,154,0,0,1,20,1,5,1,5
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.headers,ImmutableDittoHeaders,0,27,0,0,0,5,0,4,0,4
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.auth,AuthorizationModelFactory,21,17,0,0,5,4,5,2,5,2
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.auth,ImmutableAuthorizationContext,114,47,0,4,27,13,10,7,10,5
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.auth,AuthorizationContext,9,9,0,0,2,4,2,1,2,1
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.auth,ImmutableAuthorizationSubject,0,60,0,6,0,16,0,9,0,6
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.auth,AuthorizationContext.JsonFields,45,0,0,0,5,0,2,0,2,0
Eclipse Ditto :: Model :: Base,org.eclipse.ditto.model.base.auth,AuthorizationSubject,3,0,0,0,1,0,1,0,1,0
