GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
data-i18n,org.molgenis.data.i18n.model,LanguageMetadata,46,0,0,0,9,0,2,0,2,0
data-i18n,org.molgenis.data.i18n.model,L10nString,61,0,0,0,20,0,12,0,12,0
data-i18n,org.molgenis.data.i18n.model,Language,48,0,0,0,16,0,9,0,9,0
data-i18n,org.molgenis.data.i18n.model,L10nStringMetaData,54,0,0,0,9,0,2,0,2,0
data-i18n,org.molgenis.data.i18n.model,L10nStringFactory,6,0,0,0,2,0,1,0,1,0
data-i18n,org.molgenis.data.i18n.model,LanguageFactory,21,0,0,0,6,0,2,0,2,0
data-i18n,org.molgenis.data.i18n,LanguageRepositoryDecoratorFactory,9,0,0,0,3,0,2,0,2,0
data-i18n,org.molgenis.data.i18n,LocalizationService,1,175,2,2,0,33,2,15,0,15
data-i18n,org.molgenis.data.i18n,SystemEntityTypeI18nInitializer,129,0,0,0,24,0,3,0,3,0
data-i18n,org.molgenis.data.i18n,LocalizationConfig,55,0,0,0,10,0,5,0,5,0
data-i18n,org.molgenis.data.i18n,LanguageRepositoryDecorator,27,48,2,2,8,14,5,7,4,6
data-i18n,org.molgenis.data.i18n,I18nUtils,3,19,0,2,1,3,1,3,1,2
data-i18n,org.molgenis.data.i18n,LocalizationPopulator,0,171,0,6,0,32,0,13,0,10
