GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Eclipse Ditto :: Services :: Gateway :: Util,org.eclipse.ditto.services.gateway.starter.service.util,FireAndForgetMessageUtil,35,0,4,0,9,0,5,0,3,0
Eclipse Ditto :: Services :: Gateway :: Util,org.eclipse.ditto.services.gateway.starter.service.util,HttpClientFacade,153,0,20,0,38,0,15,0,5,0
Eclipse Ditto :: Services :: Gateway :: Util,org.eclipse.ditto.services.gateway.starter.service.util,GatewayMappingStrategy,3,88,0,0,1,24,1,4,1,4
