GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
questionnaires,org.molgenis.questionnaires.response,QuestionnaireResponse,0,22,0,0,0,3,0,3,0,3
questionnaires,org.molgenis.questionnaires.response,AutoValue_QuestionnaireResponse,73,99,14,10,15,21,13,7,1,7
questionnaires,org.molgenis.questionnaires.meta,QuestionnaireFactory,6,0,0,0,2,0,1,0,1,0
questionnaires,org.molgenis.questionnaires.meta,Questionnaire,40,0,0,0,12,0,8,0,8,0
questionnaires,org.molgenis.questionnaires.meta,QuestionnaireStatus,0,34,0,0,0,2,0,1,0,1
questionnaires,org.molgenis.questionnaires.meta,QuestionnaireMetaData,99,0,2,0,16,0,3,0,2,0
questionnaires,org.molgenis.questionnaires.config,QuestionnaireConfig,8,0,0,0,2,0,2,0,2,0
questionnaires,org.molgenis.questionnaires.service.impl,QuestionnaireServiceImpl,0,176,0,6,0,40,0,11,0,8
questionnaires,org.molgenis.questionnaires.controller,QuestionnaireController,0,32,0,0,0,8,0,5,0,5
