GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
gavin,org.molgenis.gavin.controller,GavinController,189,293,7,11,28,53,13,12,8,8
gavin,org.molgenis.gavin.controller,GavinConfig,12,0,0,0,3,0,2,0,2,0
gavin,org.molgenis.gavin.job.input,Files,64,0,2,0,21,0,6,0,5,0
gavin,org.molgenis.gavin.job.input,Parser,78,354,5,29,16,67,6,30,1,18
gavin,org.molgenis.gavin.job.input,LineSink,62,4,4,0,17,1,6,1,4,1
gavin,org.molgenis.gavin.job.meta,GavinJobExecutionMetaData,0,110,0,0,0,16,0,2,0,2
gavin,org.molgenis.gavin.job.meta,GavinJobExecutionFactory,0,6,0,0,0,2,0,1,0,1
gavin,org.molgenis.gavin.job.input.model,VcfVariant,0,74,0,6,0,5,0,8,0,5
gavin,org.molgenis.gavin.job.input.model,LineType,0,64,0,0,0,2,0,1,0,1
gavin,org.molgenis.gavin.job.input.model,CaddVariant,0,86,2,2,0,10,2,5,0,5
gavin,org.molgenis.gavin.job.input.model,AutoValue_VcfVariant,85,83,11,11,18,24,12,7,1,7
gavin,org.molgenis.gavin.job.input.model,AutoValue_CaddVariant,108,99,21,13,19,26,18,8,1,8
gavin,org.molgenis.gavin.job,GavinJobExecution,115,21,0,0,22,8,5,4,5,4
gavin,org.molgenis.gavin.job,JobNotFoundException,4,0,0,0,2,0,1,0,1,0
gavin,org.molgenis.gavin.job,GavinJobFactory,185,0,4,0,29,0,7,0,5,0
gavin,org.molgenis.gavin.job,AnnotatorRunner,31,0,0,0,9,0,2,0,2,0
gavin,org.molgenis.gavin.job,GavinJob,0,333,0,10,0,53,0,9,0,4
