GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,ClusterMemberAwareActor,596,0,18,0,136,0,34,0,25,0
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,MappingStrategy,0,28,0,0,0,8,0,1,0,1
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,MappingStrategiesBuilder,16,163,0,2,4,34,5,11,5,10
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,ClusterMemberAwareActor.CheckForMajority,4,0,0,0,1,0,1,0,1,0
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,ClusterMemberAwareActor.new Creator() {...},23,0,0,0,2,0,2,0,2,0
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,ManifestProvider,0,24,0,2,0,7,0,3,0,2
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,AbstractJsonifiableWithDittoHeadersSerializer,96,170,4,8,17,48,5,10,1,8
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,JsonifiableSerializer,0,6,0,0,0,2,0,1,0,1
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,ShardRegionExtractor,92,113,12,12,16,24,11,11,4,6
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,ClusterStatusSupplier,148,0,2,0,22,0,7,0,6,0
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,ClusterUtil.new OnComplete() {...},20,0,2,0,5,0,3,0,2,0
Eclipse Ditto :: Services :: Utils :: Cluster Utils,org.eclipse.ditto.services.utils.cluster,ClusterUtil,203,0,10,0,59,0,13,0,8,0
