GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,PolicyEntryNotAccessibleException,0,33,0,0,0,8,0,4,0,4
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,PolicyIdNotExplicitlySettableException.Builder,0,21,0,0,0,5,0,2,0,2
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,PolicyIdNotExplicitlySettableException,0,31,0,0,0,8,0,4,0,4
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,ResourcesNotAccessibleException,33,0,0,0,8,0,4,0,4,0
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,PolicyTooManyModifyingRequestsException,0,32,0,0,0,8,0,4,0,4
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,SubjectNotAccessibleException.Builder,0,43,0,0,0,8,0,3,0,3
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,ResourcesNotModifiableException.Builder,0,39,0,0,0,8,0,3,0,3
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,PolicyNotModifiableException.Builder,0,31,0,0,0,7,0,3,0,3
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,PolicyErrorRegistry,0,119,0,0,0,25,0,2,0,2
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,PolicyEntryNotModifiableException.Builder,0,39,0,0,0,8,0,3,0,3
Eclipse Ditto :: Signals :: Commands :: Policies,org.eclipse.ditto.signals.commands.policies.exceptions,PolicyUnavailableException,0,32,0,0,0,8,0,4,0,4
