GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,SendThingMessage,23,46,0,0,2,9,2,6,2,6
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,SendClaimMessageResponse,33,41,0,0,4,8,4,4,4,4
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,MessageCommandResponse.JsonFields,3,69,0,0,1,8,1,1,1,1
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,MessageCommandRegistry,30,0,0,0,8,0,3,0,3,0
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,SendClaimMessage,23,46,0,0,2,9,2,6,2,6
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,MessageCommandResponse,59,0,2,0,12,0,6,0,5,0
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,SendThingMessageResponse,74,0,0,0,11,0,8,0,8,0
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,MessageErrorRegistry,43,0,0,0,10,0,2,0,2,0
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,MessageCommand,50,3,2,0,14,1,6,1,5,1
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,MessageCommand.JsonFields,3,69,0,0,1,8,1,1,1,1
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,MessageCommandResponseRegistry,33,0,0,0,8,0,2,0,2,0
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,SendMessageAcceptedResponse,92,3,0,0,15,1,9,1,9,1
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,AbstractMessageCommandResponse,29,157,1,13,6,35,5,12,4,6
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,AbstractMessageCommand,20,168,1,15,3,38,4,15,3,8
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,MessagePayloadSerializer,12,127,3,19,1,27,4,12,1,4
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,SendFeatureMessage,30,162,1,11,2,32,3,16,2,11
Eclipse Ditto :: Signals :: Commands :: Messages,org.eclipse.ditto.signals.commands.messages,SendFeatureMessageResponse,197,0,12,0,34,0,19,0,13,0
