GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
amazon-bucket,org.molgenis.amazon.bucket.client,AmazonBucketClientImpl,58,133,5,9,6,24,5,7,1,4
amazon-bucket,org.molgenis.amazon.bucket,AmazonBucketConfig.new JobFactory() {...},60,0,0,0,11,0,3,0,3,0
amazon-bucket,org.molgenis.amazon.bucket,AmazonBucketConfig,44,0,0,0,12,0,3,0,3,0
amazon-bucket,org.molgenis.amazon.bucket,AmazonBucketIngester,11,208,3,3,3,34,3,3,0,3
amazon-bucket,org.molgenis.amazon.bucket.meta,AmazonBucketJobExecutionFactory,0,6,0,0,0,2,0,1,0,1
amazon-bucket,org.molgenis.amazon.bucket.meta,AmazonBucketJobExecution,107,0,0,0,36,0,21,0,21,0
amazon-bucket,org.molgenis.amazon.bucket.meta,AmazonBucketJobExecutionMetaData,0,151,0,0,0,34,0,2,0,2
