GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
data-platform,org.molgenis.data.platform.decorators,MolgenisRepositoryDecoratorFactory,216,0,0,0,39,0,2,0,2,0
data-platform,org.molgenis.data.platform.decorators,SystemRepositoryDecoratorRegistryImpl,37,0,2,0,10,0,4,0,3,0
data-platform,org.molgenis.data.platform.bootstrap,SystemEntityTypeBootstrapper,50,0,0,0,16,0,3,0,3,0
data-platform,org.molgenis.data.platform.config,PlatformConfig,9,0,0,0,3,0,2,0,2,0
data-platform,org.molgenis.data.meta.system,SystemEntityTypePersister,97,199,16,4,22,51,14,13,6,11
data-platform,org.molgenis.data.platform,RepositoryCollectionDecoratorFactoryImpl,29,0,0,0,7,0,2,0,2,0
