GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,Consume,53,0,0,0,9,0,7,0,7,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,FanIn.1.new AbstractControlFlowLogic() {...},50,0,0,0,5,0,3,0,3,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,FanIn,10,0,0,0,3,0,2,0,2,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,WithSender,64,21,6,0,7,7,7,4,4,4
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,FanIn.new GraphStage() {...},24,0,0,0,5,0,3,0,3,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,AbstractControlFlowLogic,0,43,0,0,0,12,0,7,0,7
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,Pipe,140,0,2,0,27,0,11,0,10,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,GraphActor,140,0,2,0,26,0,14,0,13,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,Consume.new AbstractControlFlowLogic() {...},25,0,0,0,4,0,1,0,1,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,Filter.new AbstractControlFlowLogic() {...},7,60,1,3,1,11,1,3,0,2
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow,Filter,0,42,0,0,0,10,0,6,0,6
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka,PrefixedActorNameFactory,5,42,2,2,1,10,2,3,0,3
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka,SimpleCommand.JsonFields,22,0,0,0,5,0,2,0,2,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka,SimpleCommand,160,0,12,0,29,0,17,0,11,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka,EscalatingSupervisorStrategy,11,0,0,0,4,0,3,0,3,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka,LogUtil,145,3,12,0,47,1,22,1,16,1
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka,SimpleCommandResponse.JsonFields,17,0,0,0,4,0,2,0,2,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka,SimpleCommandResponse,124,0,10,0,22,0,15,0,10,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,DefaultStreamForwarder,0,64,0,0,0,14,0,8,0,8
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,AbstractStreamingActor,130,0,4,0,32,0,10,0,8,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,AbstractStreamForwarder.CheckForActivity,0,19,0,0,0,2,0,2,0,2
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,StreamAck,0,127,0,10,0,23,0,16,0,11
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,DefaultStreamSupervisor,57,484,9,17,15,128,12,31,3,27
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,StreamConstants,6,31,0,0,2,6,1,1,1,1
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,StreamTrigger,26,112,0,14,1,24,1,16,1,9
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,StreamAck.Status,0,54,0,0,0,8,0,4,0,4
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,AbstractStreamForwarder,36,338,3,13,7,89,4,24,1,19
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,DefaultStreamSupervisor.new Creator() {...},0,48,0,0,0,2,0,2,0,2
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,StreamConsumerSettings,70,182,2,22,3,34,3,22,1,12
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,StreamAck.JsonFields,6,11,0,0,2,3,1,1,1,1
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.streaming,DefaultStreamSupervisor.TryToStartStream,0,19,0,0,0,2,0,2,0,2
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow.components,ActivityChecker,61,0,2,0,11,0,6,0,5,0
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow.components,PipeWithIdleRoutine,0,32,0,0,0,8,0,4,0,4
Eclipse Ditto :: Services :: Utils :: Akka Utils,org.eclipse.ditto.services.utils.akka.controlflow.components,PipeWithIdleRoutine.new AbstractControlFlowLogic() {...},0,66,0,2,0,14,0,4,0,3
