GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,ImmutableJavaScriptMessageMapperConfiguration.Builder,0,18,0,0,0,5,0,3,0,3
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,SandboxingContextFactory.StartTimeAwareContext,0,4,0,0,0,2,0,1,0,1
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,ImmutableJavaScriptMessageMapperConfiguration,3,4,0,0,1,2,1,1,1,1
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,JavaScriptMessageMapperConfigurationProperties,6,0,0,0,2,0,1,0,1,0
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,SandboxingContextFactory,0,85,0,4,0,21,0,7,0,5
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,JavaScriptMessageMapperConfiguration.Builder,19,31,2,2,5,9,3,3,1,3
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,JavaScriptMessageMapperFactory,6,9,0,0,2,2,1,2,1,2
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,JavaScriptMessageMapperRhino,269,595,35,29,45,115,26,23,2,15
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,JavaScriptMessageMapperRhino.NullCallable,0,4,0,0,0,1,0,1,0,1
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping.javascript,JavaScriptMessageMapperConfiguration,0,38,0,0,0,12,0,4,0,4
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping,MessageMappers,38,6,6,0,10,2,8,2,5,2
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping,DittoMessageMapper,34,115,3,3,9,28,4,11,2,10
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping,MessageMapper,35,0,0,0,8,0,5,0,5,0
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping,MessageMapperConfiguration,21,6,0,0,4,1,4,1,4,1
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping,WrappingMessageMapper,69,117,7,1,12,30,9,9,5,9
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping,DefaultMessageMapperRegistry,68,24,10,0,9,7,8,4,3,4
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping,DefaultMessageMapperFactory,116,252,16,16,20,62,13,18,3,12
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping,DefaultMessageMapperConfiguration,48,21,6,0,6,6,6,3,3,3
Eclipse Ditto :: Services :: Connectivity :: Mapping,org.eclipse.ditto.services.connectivity.mapping,MessageMapperConfiguration.Builder,5,11,1,1,1,3,1,1,0,1
